"0","111000110","初診","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000370","初診（乳幼児）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000470","乳幼児育児栄養指導料","0","0","0","0","0","0","1","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000570","初診（時間外）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000670","初診（休日）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000770","初診（深夜）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111000870","初診（時間外特例）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","111011570","小児科初診（乳幼児夜間）加算（６歳未満）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111011670","小児科初診（乳幼児休日）加算（６歳未満）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111011770","小児科初診（乳幼児深夜）加算（６歳未満）","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111011810","初診（同一日複数科受診時の２科目）","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111011970","初診（乳幼児時間外）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111012070","初診（乳幼児休日）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111012170","初診（乳幼児深夜）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111012270","初診（乳幼児時間外特例医療機関）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111012470","初診（夜間・早朝等）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","111012510","初診（文書による紹介がない患者）","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","0","0","0","0","0","20130401","99999999"
"0","111012610","初診（同一日複数科受診時の２科目・文書による紹介がない患者）","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","0","0","0","0","0","20130401","99999999"
"0","111012710","初診（妥結率５割以下）","2","A000001","0","0","0","0","1","1","1","1","0","0","0","","0","0","000","0","0","0","0","0","20150101","99999999"
"0","111012810","初診（同一日複数科受診時の２科目・妥結率５割以下）","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","0","0","0","0","0","20160401","99999999"
"0","112000970","再診（乳幼児）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112001110","再診（時間外）加算（入院外）","0","0","0","0","0","0","1","0","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112001210","再診（休日）加算（入院外）","0","0","0","0","0","0","1","0","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112001310","再診（深夜）加算（入院外）","0","0","0","0","0","0","1","0","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112001410","再診（時間外特例医療機関）加算（入院外）","0","0","0","0","0","0","1","0","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112006070","小児科外来診療料（再診時時間外特例医療機関）加算","0","0","0","0","0","0","1","1","1","0","0","0","0","","0","0","000","1","0","0","0","0","20100401","99999999"
"0","112006270","外来診療料（乳幼児）加算","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
"0","112006470","外来診療料（時間外）加算（入院外）","0","0","0","0","0","0","1","0","1","1","0","0","0","","0","0","000","0","0","0","0","0","20100401","99999999"
