"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","112006070","小児科外来診療料（再診時時間外特例医療機関）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113000310","ウイルス疾患指導料１","53","患者当り","1","0","0","0","0","0","0","20100401","99999999"
"0","113000410","特定薬剤治療管理料","135","初回","1","0","0","0","0","0","0","20100401","99999999"
"0","113000510","特定薬剤治療管理料（第４月目以降）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113000670","特定薬剤治療管理加算（臓器移植月から３月）","53","患者当り","3","0","0","0","0","0","0","20100401","99999999"
"0","113000670","特定薬剤治療管理加算（臓器移植月から３月）","131","月","1","0","0","0","0","0","0","20120401","99999999"
"0","113000770","特定薬剤治療管理加算（臓器移植後の患者以外の第１回目）","53","患者当り","1","0","0","0","0","0","0","20100401","99999999"
"0","113000810","小児特定疾患カウンセリング料（１回目）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113000910","皮膚科特定疾患指導管理料（１）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113001110","放射線治療管理料（１門照射）","141","一連","2","0","0","0","0","0","0","20100401","99999999"
"0","113001210","悪性腫瘍特異物質治療管理料（尿中ＢＴＡ）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113001310","悪性腫瘍特異物質治療管理料（その他・１項目）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113001470","腫瘍マーカー検査初回月加算","135","初回","1","0","0","0","0","0","0","20100401","99999999"
"0","113001610","心臓ペースメーカー指導管理料（イ以外）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113001810","特定疾患療養管理料（診療所）","131","月","2","0","0","0","0","0","0","20100401","99999999"
"0","113001910","特定疾患療養管理料（１００床未満）","131","月","2","0","0","0","0","0","0","20100401","99999999"
"0","113002010","特定疾患療養管理料（１００床以上２００床未満）","131","月","2","0","0","0","0","0","0","20100401","99999999"
"0","113002110","悪性腫瘍特異物質治療管理料（その他・２項目以上）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113002210","小児科療養指導料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113002310","皮膚科特定疾患指導管理料（２）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113002410","在宅療養指導料","131","月","1","1","0","0","0","0","0","20100401","99999999"
"0","113002510","慢性維持透析患者外来医学管理料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113002850","てんかん指導料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113002910","難病外来指導管理料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113003010","高度難聴指導管理料（術後３月以内）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113003110","高度難聴指導管理料（イ以外）","53","患者当り","1","1","0","0","0","0","0","20100401","99999999"
"0","113003210","ウイルス疾患指導料２","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113003410","集団栄養食事指導料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113003410","集団栄養食事指導料","133","入院中","2","0","0","0","0","0","0","20120401","99999999"
"0","113003510","小児科外来診療料（処方せんを交付）初診時","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113003610","小児科外来診療料（処方せんを交付）再診時","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113003710","小児科外来診療料（処方せんを交付しない）初診時","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113003810","小児科外来診療料（処方せんを交付しない）再診時","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113003910","生活習慣病管理料（処方せんを交付）（高血圧症を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113004010","生活習慣病管理料（処方せんを交付しない）（高血圧症を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113004110","手術前医学管理料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113004510","手術後医学管理料（病院）","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113004510","手術後医学管理料（病院）","133","入院中","3","0","0","0","0","0","0","20100401","99999999"
"0","113004610","手術後医学管理料（診療所）","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113004610","手術後医学管理料（診療所）","133","入院中","3","0","0","0","0","0","0","20100401","99999999"
"0","113004790","手術後医学管理料（１００分の９５）逓減","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113004790","手術後医学管理料（１００分の９５）逓減","133","入院中","3","0","0","0","0","0","0","20100401","99999999"
"0","113004910","喘息治療管理料１（２月目以降）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113005570","小児科外来診療料（外来診療料時間外特例医療機関）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113005710","喘息治療管理料１（１月目）","131","月","1","0","0","0","0","0","0","20160401","99999999"
"0","113005810","生活習慣病管理料（処方せんを交付）（脂質異常症を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113005910","生活習慣病管理料（処方せんを交付）（糖尿病を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113006010","生活習慣病管理料（処方せんを交付しない）（脂質異常症を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113006110","生活習慣病管理料（処方せんを交付しない）（糖尿病を主病）","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113006510","慢性疼痛疾患管理料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113006610","小児悪性腫瘍患者指導管理料","131","月","1","0","0","0","0","0","0","20100401","99999999"
"0","113006710","地域連携小児夜間・休日診療料１","121","日","1","1","0","0","0","0","0","20120401","99999999"
"0","113006910","肺血栓塞栓症予防管理料","133","入院中","1","0","0","0","0","0","0","20100401","99999999"
"0","113007070","小児科外来診療料（初診時乳幼児夜間）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007170","小児科外来診療料（初診時乳幼児休日）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007270","小児科外来診療料（初診時乳幼児深夜）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007370","小児科外来診療料（再診時乳幼児夜間）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007470","小児科外来診療料（再診時乳幼児休日）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007570","小児科外来診療料（再診時乳幼児深夜）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007670","小児科外来診療料（外来診療料乳幼児夜間）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007770","小児科外来診療料（外来診療料乳幼児休日）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113007870","小児科外来診療料（外来診療料乳幼児深夜）加算","121","日","1","0","0","0","0","0","0","20100401","99999999"
"0","113008070","重度喘息患者治療管理加算（１月目）","131","月","1","0","0","0","0","0","0","20100401","99999999"
