"0","111000110","初診","113003910","生活習慣病管理料（処方せんを交付）（高血圧症を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113004010","生活習慣病管理料（処方せんを交付しない）（高血圧症を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113005810","生活習慣病管理料（処方せんを交付）（脂質異常症を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113005910","生活習慣病管理料（処方せんを交付）（糖尿病を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113006010","生活習慣病管理料（処方せんを交付しない）（脂質異常症を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113006110","生活習慣病管理料（処方せんを交付しない）（糖尿病を主病）","1","0","0","20100401","99999999"
"0","111000110","初診","113010370","自己測定血糖値指導加算","1","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114003510","在宅自己腹膜灌流指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114003610","在宅自己連続携行式腹膜灌流頻回指導管理","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114003710","在宅酸素療法指導管理料（その他）","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114004110","在宅酸素療法指導管理料（チアノーゼ型先天性心疾患）","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114004210","在宅中心静脈栄養法指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114004310","在宅成分栄養経管栄養法指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114004410","在宅自己導尿指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114005410","在宅人工呼吸指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114005610","在宅悪性腫瘍等患者指導管理料","2","0","0","20120401","99999999"
"0","111010770","小児科外来診療料（初診時時間外特例医療機関）加算","114005810","在宅寝たきり患者処置指導管理料","2","0","0","20120401","99999999"
